Date,Type,Count
2020-12-01,Recovered,17817
2020-12-01,Deaths,118
2020-12-01,Active,6052
2020-12-02,Confirmed,24532
2020-12-02,Recovered,18304
2020-12-02,Deaths,122
2020-12-02,Active,6106
2020-12-03,Confirmed,25410
2020-12-03,Recovered,19032
2020-12-03,Deaths,124
2020-12-03,Active,6254
2020-12-04,Confirmed,26038
2020-12-04,Recovered,19438
2020-12-04,Deaths,129
2020-12-04,Active,6471
2020-12-05,Confirmed,26559
2020-12-05,Recovered,20090
2020-12-05,Deaths,130
2020-12-05,Active,6339
2020-12-06,Confirmed,27228
2020-12-06,Recovered,20460
2020-12-06,Deaths,137
2020-12-06,Active,6631
2020-12-07,Confirmed,27877
2020-12-07,Recovered,20804
2020-12-07,Deaths,140
2020-12-07,Active,6933
2020-12-08,Confirmed,28580
2020-12-08,Recovered,21258
2020-12-08,Deaths,142
2020-12-08,Active,7180
2020-12-09,Confirmed,29378
2020-12-09,Recovered,21800
2020-12-09,Deaths,142
2020-12-09,Active,7436
2020-12-10,Confirmed,30075
2020-12-10,Recovered,22261
2020-12-10,Deaths,144
2020-12-10,Active,7670
2020-12-11,Confirmed,30613
2020-12-11,Recovered,22831
2020-12-11,Deaths,146
2020-12-11,Active,7636
2020-12-12,Confirmed,31375
2020-12-12,Recovered,23304
2020-12-12,Deaths,147
2020-12-12,Active,7924
2020-12-13,Confirmed,32135
2020-12-13,Recovered,23793
2020-12-13,Deaths,149
2020-12-13,Active,8193
2020-12-14,Confirmed,32790
2020-12-14,Recovered,24309
2020-12-14,Deaths,152
2020-12-14,Active,8329
2020-12-15,Confirmed,33478
2020-12-15,Recovered,24867
2020-12-15,Deaths,154
2020-12-15,Active,8457
2020-12-16,Confirmed,34121
2020-12-16,Recovered,25652
2020-12-16,Deaths,157
2020-12-16,Active,8312
2020-12-17,Confirmed,34737
2020-12-17,Recovered,26353
2020-12-17,Deaths,160
2020-12-17,Active,8224
2020-12-18,Confirmed,35387
2020-12-18,Recovered,27061
2020-12-18,Deaths,160
2020-12-18,Active,8166
2020-12-19,Confirmed,36049
2020-12-19,Recovered,27552
2020-12-19,Deaths,165
2020-12-19,Active,8332
2020-12-20,Confirmed,36667
2020-12-20,Recovered,28267
2020-12-20,Deaths,171
2020-12-20,Active,8229
2020-12-21,Confirmed,37261
2020-12-21,Recovered,28682
2020-12-21,Deaths,176
2020-12-21,Active,8403
2020-12-22,Confirmed,37631
2020-12-22,Recovered,29300
2020-12-22,Deaths,181
2020-12-22,Active,8150
2020-12-23,Confirmed,38059
2020-12-23,Recovered,29882
2020-12-23,Deaths,183
2020-12-23,Active,7994
2020-12-24,Confirmed,38639
2020-12-24,Recovered,30568
2020-12-24,Deaths,184
2020-12-24,Active,7887
2020-12-25,Confirmed,39231
2020-12-25,Recovered,31339
2020-12-25,Deaths,185
2020-12-25,Active,7707
2020-12-26,Confirmed,39782
2020-12-26,Recovered,32051
2020-12-26,Deaths,186
2020-12-26,Active,7545
2020-12-27,Confirmed,40380
2020-12-27,Recovered,32701
2020-12-27,Deaths,187
2020-12-27,Active,7492
2020-12-28,Confirmed,41054
2020-12-28,Recovered,33221
2020-12-28,Deaths,191
2020-12-28,Active,7642
2020-12-29,Confirmed,41603
2020-12-29,Recovered,33925
2020-12-29,Deaths,194
2020-12-29,Active,7484
2020-12-30,Confirmed,42063
2020-12-30,Recovered,34623
2020-12-30,Deaths,195
2020-12-30,Active,7245
2020-12-31,Confirmed,42702
2020-12-31,Recovered,35329
2020-12-31,Deaths,199
2020-12-31,Active,7174
2021-01-01,Confirmed,43299
2021-01-01,Recovered,36155
2021-01-01,Deaths,204
2021-01-01,Active,6940
2021-01-02,Confirmed,43856
2021-01-02,Recovered,36717
2021-01-02,Deaths,208
2021-01-02,Active,6931
2021-01-03,Confirmed,44371
2021-01-03,Recovered,37252
2021-01-03,Deaths,211
2021-01-03,Active,6908
2021-01-04,Confirmed,44774
2021-01-04,Recovered,37817
2021-01-04,Deaths,213
2021-01-04,Active,6744
2021-01-05,Confirmed,45242
2021-01-05,Recovered,38262
2021-01-05,Deaths,215
2021-01-05,Active,6765
2021-01-06,Confirmed,45726
2021-01-06,Recovered,39023
2021-01-06,Deaths,217
2021-01-06,Active,6486
2021-01-07,Confirmed,46248
2021-01-07,Recovered,39661
2021-01-07,Deaths,219
2021-01-07,Active,6368
2021-01-08,Confirmed,46780
2021-01-08,Recovered,40317
2021-01-08,Deaths,222
2021-01-08,Active,6241
2021-01-09,Confirmed,47305
2021-01-09,Recovered,40838
2021-01-09,Deaths,225
2021-01-09,Active,6242
2021-01-10,Confirmed,47840
2021-01-10,Recovered,41325
2021-01-10,Deaths,229
2021-01-10,Active,6286
2021-01-11,Confirmed,48380
2021-01-11,Recovered,42091
2021-01-11,Deaths,232
2021-01-11,Active,6057
2021-01-12,Confirmed,48949
2021-01-12,Recovered,42621
2021-01-12,Deaths,240
2021-01-12,Active,6088
2021-01-13,Confirmed,49537
2021-01-13,Recovered,43267
2021-01-13,Deaths,244
2021-01-13,Active,6026
2021-01-14,Confirmed,50229
2021-01-14,Recovered,43747
2021-01-14,Deaths,247
2021-01-14,Active,6235
2021-01-15,Confirmed,50899
2021-01-15,Recovered,44259
2021-01-15,Deaths,251
2021-01-15,Active,6389
2021-01-16,Confirmed,51594
2021-01-16,Recovered,44746
2021-01-16,Deaths,255
2021-01-16,Active,6593
2021-01-17,Confirmed,52313
2021-01-17,Recovered,45171
2021-01-17,Deaths,256
2021-01-17,Active,6886
2021-01-18,Confirmed,53076
2021-01-18,Recovered,45820
2021-01-18,Deaths,264
2021-01-18,Active,6992
2021-01-19,Confirmed,53750
2021-01-19,Recovered,46594
2021-01-19,Deaths,270
2021-01-19,Active,6886
2021-01-20,Confirmed,54419
2021-01-20,Recovered,47215
2021-01-20,Deaths,273
2021-01-20,Active,6931
2021-01-21,Confirmed,55189
2021-01-21,Recovered,47984
2021-01-21,Deaths,274
2021-01-21,Active,6931
2021-01-22,Confirmed,56076
2021-01-22,Recovered,48617
2021-01-22,Deaths,276
2021-01-22,Active,7183
2021-01-23,Confirmed,56863
2021-01-23,Recovered,49261
2021-01-23,Deaths,278
2021-01-23,Active,7324
2021-01-24,Confirmed,57587
2021-01-24,Recovered,49684
2021-01-24,Deaths,280
2021-01-24,Active,7623
2021-01-25,Confirmed,58430
2021-01-25,Recovered,50337
2021-01-25,Deaths,283
2021-01-25,Active,7810
2021-01-26,Confirmed,59167
2021-01-26,Recovered,51046
2021-01-26,Deaths,287
2021-01-26,Active,7834
2021-01-27,Confirmed,59922
2021-01-27,Recovered,52566
2021-01-27,Deaths,288
2021-01-27,Active,7068
2021-01-28,Confirmed,60694
2021-01-28,Recovered,54435
2021-01-28,Deaths,290
2021-01-28,Active,5969
2021-01-29,Confirmed,61586
2021-01-29,Recovered,55398
2021-01-29,Deaths,297
2021-01-29,Active,5891
2021-01-30,Confirmed,62445
2021-01-30,Recovered,56277
2021-01-30,Deaths,305
2021-01-30,Active,5863
2021-01-31,Confirmed,63293
2021-01-31,Recovered,57159
2021-01-31,Deaths,313
2021-01-31,Active,5821
2021-02-01,Confirmed,64157
2021-02-01,Recovered,58075
2021-02-01,Deaths,316
2021-02-01,Active,5766
2021-02-02,Confirmed,64983
2021-02-02,Recovered,59043
2021-02-02,Deaths,323
2021-02-02,Active,5617
2021-02-03,Confirmed,65698
2021-02-03,Recovered,59883
2021-02-03,Deaths,328
2021-02-03,Active,5487
2021-02-04,Confirmed,66409
2021-02-04,Recovered,60567
2021-02-04,Deaths,332
2021-02-04,Active,5510
2021-02-05,Confirmed,67115
2021-02-05,Recovered,61461
2021-02-05,Deaths,339
2021-02-05,Active,5315
2021-02-06,Confirmed,67850
2021-02-06,Recovered,62594
2021-02-06,Deaths,343
2021-02-06,Active,4913
2021-02-07,Confirmed,68576
2021-02-07,Recovered,63401
2021-02-07,Deaths,351
2021-02-07,Active,4824
2021-02-08,Confirmed,69348
2021-02-08,Recovered,64141
2021-02-08,Deaths,356
2021-02-08,Active,4851
2021-02-09,Confirmed,70235
2021-02-09,Recovered,65053
2021-02-09,Deaths,365
2021-02-09,Active,4817
2021-02-10,Confirmed,71211
2021-02-10,Recovered,65644
2021-02-10,Deaths,370
2021-02-10,Active,5197
2021-02-11,Confirmed,72174
2021-02-11,Recovered,66211
2021-02-11,Deaths,375
2021-02-11,Active,5588
2021-02-12,Confirmed,73116
2021-02-12,Recovered,66984
2021-02-12,Deaths,379
2021-02-12,Active,5753
2021-02-13,Confirmed,74056
2021-02-13,Recovered,67831
2021-02-13,Deaths,384
2021-02-13,Active,5841
2021-02-14,Confirmed,74852
2021-02-14,Recovered,68696
2021-02-14,Deaths,390
2021-02-14,Active,5766
2021-02-15,Confirmed,75654
2021-02-15,Recovered,69411
2021-02-15,Deaths,397
2021-02-15,Active,5846
2021-02-16,Confirmed,76428
2021-02-16,Recovered,70429
2021-02-16,Deaths,403
2021-02-16,Active,5596
2021-02-17,Confirmed,77184
2021-02-17,Recovered,71176
2021-02-17,Deaths,409
2021-02-17,Active,5599
2021-02-18,Confirmed,77906
2021-02-18,Recovered,71823
2021-02-18,Deaths,422
2021-02-18,Active,5661
2021-02-19,Confirmed,78420
2021-02-19,Recovered,72566
2021-02-19,Deaths,430
2021-02-19,Active,5424
2021-02-20,Confirmed,78937
2021-02-20,Recovered,73456
2021-02-20,Deaths,433
2021-02-20,Active,5048
2021-02-21,Confirmed,79480
2021-02-21,Recovered,74299
2021-02-21,Deaths,435
2021-02-21,Active,4746
2021-02-22,Confirmed,79999
2021-02-22,Recovered,75110
2021-02-22,Deaths,445
2021-02-22,Active,4444
2021-02-23,Confirmed,80517
2021-02-23,Recovered,75842
2021-02-23,Deaths,450
2021-02-23,Active,4225
2021-02-24,Confirmed,81009
2021-02-24,Recovered,76514
2021-02-24,Deaths,453
2021-02-24,Active,4042
2021-02-25,Confirmed,81467
2021-02-25,Recovered,76961
2021-02-25,Deaths,457
2021-02-25,Active,4049
2021-02-26,Confirmed,81933
2021-02-26,Recovered,77625
2021-02-26,Deaths,459
2021-02-26,Active,3849
2021-02-27,Confirmed,82430
2021-02-27,Recovered,78373
2021-02-27,Deaths,464
2021-02-27,Active,3593
2021-02-28,Confirmed,82890
2021-02-28,Recovered,78947
2021-02-28,Deaths,464
2021-02-28,Active,3479
2021-03-01,Confirmed,83242
2021-03-01,Recovered,79422
2021-03-01,Deaths,471
2021-03-01,Active,3349
2021-03-02,Confirmed,83552
2021-03-02,Recovered,80020
2021-03-02,Deaths,476
2021-03-02,Active,3056
2021-03-03,Confirmed,83870
2021-03-03,Recovered,80437
2021-03-03,Deaths,483
2021-03-03,Active,2950
2021-03-04,Confirmed,84226
2021-03-04,Recovered,80836
2021-03-04,Deaths,484
2021-03-04,Active,2906
2021-03-05,Confirmed,84610
2021-03-05,Recovered,81321
2021-03-05,Deaths,489
2021-03-05,Active,2800
2021-03-06,Confirmed,84960
2021-03-06,Recovered,81769
2021-03-06,Deaths,493
2021-03-06,Active,2698
2021-03-07,Confirmed,85336
2021-03-07,Recovered,82059
2021-03-07,Deaths,497
2021-03-07,Active,2780
2021-03-08,Confirmed,85695
2021-03-08,Recovered,82513
2021-03-08,Deaths,502
2021-03-08,Active,2680
2021-03-09,Confirmed,86039
2021-03-09,Recovered,82753
2021-03-09,Deaths,507
2021-03-09,Active,2779
2021-03-10,Confirmed,86343
2021-03-10,Recovered,83210
2021-03-10,Deaths,511
2021-03-10,Active,2622
2021-03-11,Confirmed,86685
2021-03-11,Recovered,83561
2021-03-11,Deaths,515
2021-03-11,Active,2609
2021-03-12,Confirmed,86989
2021-03-12,Recovered,83958
2021-03-12,Deaths,520
2021-03-12,Active,2511
2021-03-13,Confirmed,87286
2021-03-13,Recovered,84253
2021-03-13,Deaths,525
2021-03-13,Active,2508
2021-03-14,Confirmed,87600
2021-03-14,Recovered,84648
2021-03-14,Deaths,526
2021-03-14,Active,2426
2021-03-15,Confirmed,87907
2021-03-15,Recovered,84969
2021-03-15,Deaths,527
2021-03-15,Active,2411
2021-03-16,Confirmed,88238
2021-03-16,Recovered,85371
2021-03-16,Deaths,532
2021-03-16,Active,2335
2021-03-17,Confirmed,88524
2021-03-17,Recovered,85725
2021-03-17,Deaths,534
2021-03-17,Active,2265
2021-03-18,Confirmed,88862
2021-03-18,Recovered,85944
2021-03-18,Deaths,537
2021-03-18,Active,2381
2021-03-19,Confirmed,89175
2021-03-19,Recovered,86227
2021-03-19,Deaths,538
2021-03-19,Active,2410
2021-03-20,Confirmed,89497
2021-03-20,Recovered,86466
2021-03-20,Deaths,544
2021-03-20,Active,2487
2021-03-21,Confirmed,89846
2021-03-21,Recovered,86759
2021-03-21,Deaths,545
2021-03-21,Active,2542
2021-03-22,Confirmed,90200
2021-03-22,Recovered,87058
2021-03-22,Deaths,546
2021-03-22,Active,2596
2021-03-23,Confirmed,90514
2021-03-23,Recovered,87306
2021-03-23,Deaths,551
2021-03-23,Active,2657
2021-03-24,Confirmed,90765
2021-03-24,Recovered,87630
2021-03-24,Deaths,552
2021-03-24,Active,2583
2021-03-25,Confirmed,91018
2021-03-25,Recovered,87881
2021-03-25,Deaths,554
2021-03-25,Active,2583
2021-03-26,Confirmed,91289
2021-03-26,Recovered,88145
2021-03-26,Deaths,557
2021-03-26,Active,2587
2021-03-27,Confirmed,91561
2021-03-27,Recovered,88388
2021-03-27,Deaths,558
2021-03-27,Active,2615
2021-03-28,Confirmed,91839
2021-03-28,Recovered,88623
2021-03-28,Deaths,559
2021-03-28,Active,2657
2021-03-29,Confirmed,92088
2021-03-29,Recovered,88914
2021-03-29,Deaths,561
2021-03-29,Active,2613
2021-03-30,Confirmed,92303
2021-03-30,Recovered,89090
2021-03-30,Deaths,566
2021-03-30,Active,2647
2021-03-31,Confirmed,92442
2021-03-31,Recovered,89251
2021-03-31,Deaths,566
2021-03-31,Active,2625
2021-04-01,Confirmed,92706
2021-04-01,Recovered,89407
2021-04-01,Deaths,568
2021-04-01,Active,2731
2021-04-02,Confirmed,92917
2021-04-02,Recovered,89701
2021-04-02,Deaths,571
2021-04-02,Active,2645
2021-04-03,Confirmed,93128
2021-04-03,Recovered,90021
2021-04-03,Deaths,575
2021-04-03,Active,2532
2021-04-04,Confirmed,93295
2021-04-04,Recovered,90208
2021-04-04,Deaths,579
2021-04-04,Active,2508
2021-04-05,Confirmed,93436
2021-04-05,Recovered,90563
2021-04-05,Deaths,581
2021-04-05,Active,2292
2021-04-06,Confirmed,93595
2021-04-06,Recovered,90708
2021-04-06,Deaths,586
2021-04-06,Active,2301
2021-04-07,Confirmed,93772
2021-04-07,Recovered,90917
2021-04-07,Deaths,588
2021-04-07,Active,2267
2021-04-08,Confirmed,93993
2021-04-08,Recovered,91044
2021-04-08,Deaths,591
2021-04-08,Active,2358
2021-04-09,Confirmed,94336
2021-04-09,Recovered,91272
2021-04-09,Deaths,593
2021-04-09,Active,2471
2021-04-10,Confirmed,94564
2021-04-10,Recovered,91456
2021-04-10,Deaths,595
2021-04-10,Active,2513
2021-04-11,Confirmed,94848
2021-04-11,Recovered,91631
2021-04-11,Deaths,596
2021-04-11,Active,2621
2021-04-12,Confirmed,95131
2021-04-12,Recovered,91775
2021-04-12,Deaths,598
2021-04-12,Active,2758
2021-04-13,Confirmed,95394
2021-04-13,Recovered,91926
2021-04-13,Deaths,602
2021-04-13,Active,2866
2021-04-14,Confirmed,95620
2021-04-14,Recovered,92151
2021-04-14,Deaths,602
2021-04-14,Active,2867
2021-04-15,Confirmed,95737
2021-04-15,Recovered,92308
2021-04-15,Deaths,604
2021-04-15,Active,2825
2021-04-16,Confirmed,95949
2021-04-16,Recovered,92611
2021-04-16,Deaths,608
2021-04-16,Active,2730
2021-04-17,Confirmed,96186
2021-04-17,Recovered,92832
2021-04-17,Deaths,615
2021-04-17,Active,2739
2021-04-18,Confirmed,96439
2021-04-18,Recovered,93113
2021-04-18,Deaths,617
2021-04-18,Active,2709
2021-04-19,Confirmed,96796
2021-04-19,Recovered,93374
2021-04-19,Deaths,618
2021-04-19,Active,2804
2021-04-20,Confirmed,97105
2021-04-20,Recovered,93547
2021-04-20,Deaths,620
2021-04-20,Active,2938
2021-04-21,Confirmed,97472
2021-04-21,Recovered,93668
2021-04-21,Deaths,625
2021-04-21,Active,3179
2021-04-22,Confirmed,98050
2021-04-22,Recovered,93884
2021-04-22,Deaths,630
2021-04-22,Active,3536
2021-04-23,Confirmed,98722
2021-04-23,Recovered,94035
2021-04-23,Deaths,634
2021-04-23,Active,4053
2021-04-24,Confirmed,99691
2021-04-24,Recovered,94155
2021-04-24,Deaths,638
2021-04-24,Active,4898
2021-04-25,Confirmed,100586
2021-04-25,Recovered,94311
2021-04-25,Deaths,642
2021-04-25,Active,5633
2021-04-26,Confirmed,101379
2021-04-26,Recovered,94577
2021-04-26,Deaths,644
2021-04-26,Active,6158
2021-04-27,Confirmed,102376
2021-04-27,Recovered,94856
2021-04-27,Deaths,647
2021-04-27,Active,6873
2021-04-28,Confirmed,103487
2021-04-28,Recovered,95083
2021-04-28,Deaths,655
2021-04-28,Active,7749
2021-04-29,Confirmed,104953
2021-04-29,Recovered,95445
2021-04-29,Deaths,661
2021-04-29,Active,8847
2021-04-30,Confirmed,106484
2021-04-30,Recovered,95975
2021-04-30,Deaths,667
2021-04-30,Active,9842
2021-05-01,Confirmed,108146
2021-05-01,Recovered,96478
2021-05-01,Deaths,678
2021-05-01,Active,10990
2021-05-02,Confirmed,109862
2021-05-02,Recovered,97242
2021-05-02,Deaths,687
2021-05-02,Active,11933
2021-05-03,Confirmed,111753
2021-05-03,Recovered,98209
2021-05-03,Deaths,696
2021-05-03,Active,12848
2021-05-04,Confirmed,113676
2021-05-04,Recovered,99153
2021-05-04,Deaths,709
2021-05-04,Active,13814
2021-05-05,Confirmed,115590
2021-05-05,Recovered,100075
2021-05-05,Deaths,720
2021-05-05,Active,14795
2021-05-06,Confirmed,117529
2021-05-06,Recovered,100885
2021-05-06,Deaths,734
2021-05-06,Active,15910
2021-05-07,Confirmed,119424
2021-05-07,Recovered,101763
2021-05-07,Deaths,745
2021-05-07,Active,16916
2021-05-08,Confirmed,121338
2021-05-08,Recovered,103098
2021-05-08,Deaths,764
2021-05-08,Active,17476
2021-05-09,Confirmed,123234
2021-05-09,Recovered,104463
2021-05-09,Deaths,786
2021-05-09,Active,17985
2021-05-10,Confirmed,125906
2021-05-10,Recovered,105611
2021-05-10,Deaths,801
2021-05-10,Active,19494
2021-05-11,Confirmed,128530
2021-05-11,Recovered,106641
2021-05-11,Deaths,827
2021-05-11,Active,21062
2021-05-12,Confirmed,131098
2021-05-12,Recovered,107657
2021-05-12,Deaths,850
2021-05-12,Active,22591
2021-05-13,Confirmed,133527
2021-05-13,Recovered,108802
2021-05-13,Deaths,868
2021-05-13,Active,23857
2021-05-14,Confirmed,135796
2021-05-14,Recovered,110108
2021-05-14,Deaths,892
2021-05-14,Active,24796
2021-05-15,Confirmed,138085
2021-05-15,Recovered,117220
2021-05-15,Deaths,921
2021-05-15,Active,19944
2021-05-16,Confirmed,140471
2021-05-16,Recovered,118322
2021-05-16,Deaths,941
2021-05-16,Active,21208
2021-05-17,Confirmed,142746
2021-05-17,Recovered,119629
2021-05-17,Deaths,962
2021-05-17,Active,22155
2021-05-18,Confirmed,145202
2021-05-18,Recovered,121145
2021-05-18,Deaths,981
2021-05-18,Active,23076
2021-05-19,Confirmed,147720
2021-05-19,Recovered,122367
2021-05-19,Deaths,1015
2021-05-19,Active,24338
2021-05-20,Confirmed,151343
2021-05-20,Recovered,123532
2021-05-20,Deaths,1051
2021-05-20,Active,26760
2021-05-21,Confirmed,154786
2021-05-21,Recovered,125360
2021-05-21,Deaths,1089
2021-05-21,Active,28337
2021-05-22,Confirmed,158333
2021-05-22,Recovered,126995
2021-05-22,Deaths,1132
2021-05-22,Active,30206
2021-05-23,Confirmed,161242
2021-05-23,Recovered,128607
2021-05-23,Deaths,1178
2021-05-23,Active,31457
2021-05-24,Confirmed,164201
2021-05-24,Recovered,139947
2021-05-24,Deaths,1210
2021-05-24,Active,23044
2021-05-25,Confirmed,167172
2021-05-25,Recovered,141175
2021-05-25,Deaths,1243
2021-05-25,Active,24754
2021-05-26,Confirmed,169900
2021-05-26,Recovered,142378
2021-05-26,Deaths,1269
2021-05-26,Active,26253
2021-05-27,Confirmed,172277
2021-05-27,Recovered,143789
2021-05-27,Deaths,1298
2021-05-27,Active,27190
2021-05-28,Confirmed,174861
2021-05-28,Recovered,146362
2021-05-28,Deaths,1325
2021-05-28,Active,27174
2021-05-29,Confirmed,177711
2021-05-29,Recovered,148391
2021-05-29,Deaths,1363
2021-05-29,Active,27957
2021-05-30,Confirmed,180593
2021-05-30,Recovered,149825
2021-05-30,Deaths,1405
2021-05-30,Active,29363
2021-05-31,Confirmed,183452
2021-05-31,Recovered,151740
2021-05-31,Deaths,1441
2021-05-31,Active,30271
2021-06-01,Confirmed,186364
2021-06-01,Recovered,153371
2021-06-01,Deaths,1484
2021-06-01,Active,31509
2021-06-02,Confirmed,189241
2021-06-02,Recovered,160714
2021-06-02,Deaths,1527
2021-06-02,Active,27000
2021-06-03,Confirmed,192547
2021-06-03,Recovered,162397
2021-06-03,Deaths,1566
2021-06-03,Active,28584
2021-06-04,Confirmed,195844
2021-06-04,Recovered,164281
2021-06-04,Deaths,1608
2021-06-04,Active,29955
2021-06-05,Confirmed,199254
2021-06-05,Recovered,166132
2021-06-05,Deaths,1656
2021-06-05,Active,31466
2021-06-06,Confirmed,202357
2021-06-06,Recovered,167304
2021-06-06,Deaths,1696
2021-06-06,Active,33357
2021-06-07,Confirmed,205333
2021-06-07,Recovered,176045
2021-06-07,Deaths,1742
2021-06-07,Active,27546
2021-06-08,Confirmed,207979
2021-06-08,Recovered,178259
2021-06-08,Deaths,1789
2021-06-08,Active,27931
2021-06-09,Confirmed,210661
2021-06-09,Recovered,180427
2021-06-09,Deaths,1843
2021-06-09,Active,28391
2021-06-10,Confirmed,213396
2021-06-10,Recovered,182238
2021-06-10,Deaths,1910
2021-06-10,Active,29248
2021-06-11,Confirmed,216134
2021-06-11,Recovered,184090
2021-06-11,Deaths,2011
2021-06-11,Active,30033
2021-06-12,Confirmed,218923
2021-06-12,Recovered,186516
2021-06-12,Deaths,2073
2021-06-12,Active,30334
2021-06-13,Confirmed,221277
2021-06-13,Recovered,188547
2021-06-13,Deaths,2136
2021-06-13,Active,30594
2021-06-14,Confirmed,223638
2021-06-14,Recovered,190464
2021-06-14,Deaths,2203
2021-06-14,Active,30971
2021-06-15,Confirmed,225922
2021-06-15,Recovered,192478
2021-06-15,Deaths,2260
2021-06-15,Active,31184
2021-06-16,Confirmed,228256
2021-06-16,Recovered,194145
2021-06-16,Deaths,2315
2021-06-16,Active,31796
2021-06-17,Confirmed,230692
2021-06-17,Recovered,195434
2021-06-17,Deaths,2374
2021-06-17,Active,32884
2021-06-18,Confirmed,233064
2021-06-18,Recovered,197259
2021-06-18,Deaths,2425
2021-06-18,Active,33380
2021-06-19,Confirmed,235413
2021-06-19,Recovered,199393
2021-06-19,Deaths,2480
2021-06-19,Active,33540
2021-06-20,Confirmed,237661
2021-06-20,Recovered,201389
2021-06-20,Deaths,2534
2021-06-20,Active,33738
2021-06-21,Confirmed,239689
2021-06-21,Recovered,207287
2021-06-21,Deaths,2581
2021-06-21,Active,29821
2021-06-22,Confirmed,241820
2021-06-22,Recovered,209296
2021-06-22,Deaths,2633
2021-06-22,Active,29891
2021-06-23,Confirmed,243913
2021-06-23,Recovered,211186
2021-06-23,Deaths,2704
2021-06-23,Active,30023
2021-06-24,Confirmed,246109
2021-06-24,Recovered,212825
2021-06-24,Deaths,2769
2021-06-24,Active,30515
2021-06-25,Confirmed,248050
2021-06-25,Recovered,214668
2021-06-25,Deaths,2814
2021-06-25,Active,30568
2021-06-26,Confirmed,249926
2021-06-26,Recovered,216840
2021-06-26,Deaths,2862
2021-06-26,Active,30224
2021-06-27,Confirmed,251751
2021-06-27,Recovered,218998
2021-06-27,Deaths,2905
2021-06-27,Active,29848
2021-06-28,Confirmed,253618
2021-06-28,Recovered,221249
2021-06-28,Deaths,2944
2021-06-28,Active,29425
2021-06-29,Confirmed,255508
2021-06-29,Recovered,223471
2021-06-29,Deaths,2985
2021-06-29,Active,29052
2021-06-30,Confirmed,257225
2021-06-30,Recovered,225952
2021-06-30,Deaths,3030
2021-06-30,Active,28243
2021-07-01,Confirmed,259089
2021-07-01,Recovered,227840
2021-07-01,Deaths,3077
2021-07-01,Active,28172
2021-07-02,Confirmed,260972
2021-07-02,Recovered,229541
2021-07-02,Deaths,3120
2021-07-02,Active,28311
2021-07-03,Confirmed,262795
2021-07-03,Recovered,231394
2021-07-03,Deaths,3157
2021-07-03,Active,28244
2021-07-04,Confirmed,264057
2021-07-04,Recovered,233317
2021-07-04,Deaths,3191
2021-07-04,Active,27549
2021-07-05,Confirmed,265630
2021-07-05,Recovered,234942
2021-07-05,Deaths,3236
2021-07-05,Active,27452
2021-07-06,Confirmed,266499
2021-07-06,Recovered,236659
2021-07-06,Deaths,3268
2021-07-06,Active,26572
2021-07-07,Confirmed,267433
2021-07-07,Recovered,238131
2021-07-07,Deaths,3313
2021-07-07,Active,25989
2021-07-08,Confirmed,268676
2021-07-08,Recovered,239584
2021-07-08,Deaths,3351
2021-07-08,Active,25741
2021-07-09,Confirmed,269946
2021-07-09,Recovered,241035
2021-07-09,Deaths,3391
2021-07-09,Active,25520
2021-07-10,Confirmed,271483
2021-07-10,Recovered,242839
2021-07-10,Deaths,3434
2021-07-10,Active,25210
2021-07-11,Confirmed,273031
2021-07-11,Recovered,244437
2021-07-11,Deaths,3467
2021-07-11,Active,25127
2021-07-12,Confirmed,274538
2021-07-12,Recovered,246241
2021-07-12,Deaths,3502
2021-07-12,Active,24795
2021-07-13,Confirmed,276106
2021-07-13,Recovered,247569
2021-07-13,Deaths,3533
2021-07-13,Active,25004
2021-07-14,Confirmed,277519
2021-07-14,Recovered,253014
2021-07-14,Deaths,3574
2021-07-14,Active,20931
2021-07-15,Confirmed,279059
2021-07-15,Recovered,253953
2021-07-15,Deaths,3611
2021-07-15,Active,21495
2021-07-16,Confirmed,280543
2021-07-16,Recovered,254871
2021-07-16,Deaths,3661
2021-07-16,Active,22011
2021-07-17,Confirmed,282060
2021-07-17,Recovered,255833
2021-07-17,Deaths,3702
2021-07-17,Active,22525
2021-07-18,Confirmed,283512
2021-07-18,Recovered,256676
2021-07-18,Deaths,3733
2021-07-18,Active,23103
2021-07-19,Confirmed,284932
2021-07-19,Recovered,261848
2021-07-19,Deaths,3779
2021-07-19,Active,19305
2021-07-20,Confirmed,286419
2021-07-20,Recovered,262828
2021-07-20,Deaths,3827
2021-07-20,Active,19764
2021-07-21,Confirmed,287973
2021-07-21,Recovered,263758
2021-07-21,Deaths,3870
2021-07-21,Active,20345
2021-07-22,Confirmed,289577
2021-07-22,Recovered,264755
2021-07-22,Deaths,3917
2021-07-22,Active,20905
2021-07-23,Confirmed,291298
2021-07-23,Recovered,265708
2021-07-23,Deaths,3959
2021-07-23,Active,21631
2021-07-24,Confirmed,293113
2021-07-24,Recovered,266665
2021-07-24,Deaths,4002
2021-07-24,Active,22446
2021-07-25,Confirmed,294850
2021-07-25,Recovered,267602
2021-07-25,Deaths,4054
2021-07-25,Active,23194
2021-07-26,Confirmed,296516
2021-07-26,Recovered,269007
2021-07-26,Deaths,4099
2021-07-26,Active,23410
2021-07-27,Confirmed,298181
2021-07-27,Recovered,270356
2021-07-27,Deaths,4147
2021-07-27,Active,23678
2021-07-28,Confirmed,299892
2021-07-28,Recovered,271855
2021-07-28,Deaths,4195
2021-07-28,Active,23842
2021-07-29,Confirmed,301832
